id;name;artists;popularity;year;release_date
0WHi11uzahqpEtPGYCW6oQ;If I Killed Someone For You;['Alec Benjamin'];70;2018;16/11/2018
1B6TmCvKjC4dopBohVW51x;B.E.D.;['Jacquees'];69;2018;07/09/2018
1T575AhHueYinKSDflEsGK;Heaven;['Julia Michaels'];73;2018;09/02/2018
0KByxc2bldSo9PtAQQnipz;Cabin Back Noise;['High Altitude Samples'];70;2018;15/11/2018
2rbDhOo9Fh61Bbu23T2qCk;Always Remember Us This Way;['Lady Gaga'];79;2018;05/10/2018
4VMiNOpnjRwSCwmHaUfOMM;Realer N Realer;['Future', 'Juice WRLD'];67;2018;19/10/2018
7yNf9YjeO5JXUE3JEBgnYc;Babydoll;['Dominic Fike'];68;2018;16/10/2018
4KX8vXbouybtUptEyYxtIk;MoshPit (feat. Juice WRLD);['Kodak Black', 'Juice WRLD'];66;2018;14/12/2018
6bXSfLBuqFQtVHNLxXbqbk;Fall in the Fall;['Jelly Roll', 'Struggle Jennings'];64;2018;23/03/2018
7BuHdm4lQqcyG3qTwdkxus;Aullando;['Wisin & Yandel', 'Romeo Santos'];75;2018;14/12/2018
7zkLlx4bTeeyUyzs1L7gV4;i fucked up;['convolk'];70;2018;25/09/2018
5cQB9fbuQCz4muQUFkv3rR;Serendipity (Full Length Edition);['BTS'];74;2018;24/08/2018
6RKFXPdoCBRcLljsxKZUNw;Move All Night;['SNBRN', 'Autograf', 'KOLE'];67;2018;12/10/2018
1ZemPoaj7LBj1RAQrb89EC;Blame It On Me;['Post Malone'];69;2018;27/04/2018
16x9bQHw8TBNaGDyULvwad;before I close my eyes;['XXXTENTACION'];69;2018;16/03/2018
0MrRAUcB8AZiB9ue2VOBYe;Sugar Wraith;['Post Malone'];69;2018;27/04/2018
76vMKwFtdDDCLcM6zXybjB;Say Amen (Saturday Night);['Panic! At The Disco'];68;2018;22/06/2018
7Lr4XaxGpkAwa37IVgg22k;Back To Life;['Rascal Flatts'];66;2018;28/09/2018
1FZNiU5U4xXuGQMpO6OdGz;Walk Away;['SadBoyProlific', 'Aiko', 'Teqkoi'];69;2018;24/12/2018
6E37j4b44JGpdk297urpKM;like that;['Bea Miller'];72;2018;23/02/2018
4ggabbjjuHrG06SsYnqvEs;Ya Me Enteré;['Chayín Rubio'];75;2018;11/05/2018
0kCBorRrKZkSztd9m0QI3r;Chanel (Go Get It) [feat. Gunna & Lil Baby];['Young Thug', 'Young Stoner Life Records', 'Gunna', 'Lil Baby'];68;2018;17/08/2018
0E6PsO3ymCfUh7pJQjBgkj;APESHIT;['The Carters'];63;2018;16/06/2018
2woGHWgrFfjXAgdUsitbqr;Happy Hour;['Morgan Wallen'];65;2018;27/04/2018
53jbdPQBaH6WaQvW0zmGBs;Talia;['King Princess'];68;2018;13/04/2018
0AYbVoeF03NYhM0fvKjAuU;Make Me Want To;['Jimmie Allen'];65;2018;12/10/2018
7q7jyVU0f0hnod8tsaUmxg;Speechless;['Dan + Shay'];65;2018;18/05/2018
5NfJGBAL9mgFPRQxKJmiX2;Miss Me More;['Kelsea Ballerini'];65;2018;26/10/2018
500l6Cwe40hkPqS7Sf7ufY;Foreign;['Playboi Carti'];66;2018;11/05/2018
6it15CsDlkqB7N4lF0C1qM;Caro;['Bad Bunny'];72;2018;23/12/2018
6KigD0mlF4VGDYiSEzAyYw;Fight Back;['NEFFEX'];76;2018;30/11/2018
2JmFRXaJrkAUD2cs6U20KG;Jet Fuel;['Mac Miller'];67;2018;03/08/2018
6FRLCMO5TUHTexlWo8ym1W;Girls Like You (feat. Cardi B);['Maroon 5', 'Cardi B'];76;2018;30/05/2018
06JmNnH3iXKENNRKifqu0v;Love Like This;['Ben Rector'];67;2018;22/06/2018
16umSNZfofRpDqTvf8DIAo;Wings;['Mac Miller'];67;2018;03/08/2018
2dwoqUYTy6SOy1dFqcTndC;Drowns The Whiskey (feat. Miranda Lambert);['Jason Aldean', 'Miranda Lambert'];64;2018;13/04/2018
222B3aljXx6fFwKmFjuBED;Woman Like Me (feat. Nicki Minaj);['Little Mix', 'Nicki Minaj'];75;2018;16/11/2018
7ms3VzLTfr7fXNOqA4Mkx9;Creeping (feat. Rich the Kid);['Lil Skies', 'Rich The Kid'];68;2018;23/03/2018
3cFWIhrapYb2VoNOUbo9Re;Her World or Mine;['Michael Ray'];64;2018;01/06/2018
5mu1uv8RmzDkF8foePK5qa;Kream (feat. Tyga);['Iggy Azalea', 'Tyga'];72;2018;03/08/2018
6lfxq3CG4xtTiEg7opyCyx;Can't Help Falling In Love;['Kina Grannis'];73;2018;10/08/2018
4fFfyouye6vrX9o9z4PVMu;Never Not;['Lauv'];75;2018;31/05/2018
07ipXN6CNTw34qwSYePKpg;Summer on You;['PRETTYMUCH'];69;2018;21/06/2018
1VLCctJbr8AjrZQ0KoyJ4A;Imagination;['Shiloh Dynasty', 'Patient Zero'];70;2018;02/06/2018
4GSDkZt7GcmzBWmsMcpaVO;Dancing In The Moonlight (feat. NEIMY);['Jubël', 'NEIMY'];77;2018;22/06/2018
2hEYslbdYWFSIA6JboUvnR;DEVIL;['Shinedown'];67;2018;04/05/2018
4A58lXGBRCg2cumRXTRxHO;Butterflies;['Queen Naija'];66;2018;27/07/2018
7t5MUcFIIayP1M6TNhtWE0;Summer Time High Time;['Cuco', 'J-Kwe$t'];66;2018;04/05/2018
0GxbglYySl18aZDIaGu1RU;I'm Yer Dad;['GRLwood'];69;2018;15/06/2018
7r5cRFkwHuPy7HlzvuovLD;Tuesdays;['Jake Scott'];66;2018;26/01/2018
70khXICDeTTxgYtw3EysKH;sweetener;['Ariana Grande'];69;2018;17/08/2018
4qDHt2ClApBBzDAvhNGWFd;Crab Rave;['Noisestorm'];73;2018;01/04/2018
77UXyXy6qie0sOtLdEIH4A;Demons;['Joji'];69;2018;14/02/2018
3mRlFZHUyvJbPTlkzg4LyJ;Roses;['SAINt JHN'];71;2018;30/03/2018
0wY9rA9fJkuESyYm9uzVK5;D'Evils;['SiR'];67;2018;19/01/2018
5uIRujGRZv5t4fGKkUTv4n;Feeling Lonely;['boy pablo'];68;2018;05/10/2018
2UciqgwVDwro0fev3MFbxJ;ATM;['J. Cole'];67;2018;20/04/2018
2IuazAsyvbb3fFZb0Uvsmk;In Between;['Scotty McCreery'];64;2018;12/01/2018
4K9xid96G3YmIvQZXN9SXg;Overthinker;['INZO'];68;2018;23/07/2018
0mjAU3yKR1QnXnHtjGJqTM;Rescue Me;['OneRepublic'];79;2019;17/05/2019
6hbg57wH6SyIDnPzwLeeXc;Sex Talk;['Megan Thee Stallion'];71;2019;17/05/2019
4T652DlATVHe0jdLKaN3Bw;in my head;['Ariana Grande'];73;2019;08/02/2019
3dPtXHP0oXQ4HCWHsOA9js;夜に駆ける;['YOASOBI'];82;2019;15/12/2019
3NRql0A1Ef4RCvT473iqgD;Hell N Back;['Bakar'];74;2019;15/08/2019
6S1IgeHxxOT9qVWnmsdGxe;Treehouse (feat. Shotty Horroh);['James Arthur', 'Ty Dolla $ign', 'SHOTTY HORROH'];74;2019;06/09/2019
23TPP1eeElFfvYVznskwCY;Glitter;['BENEE'];75;2019;28/06/2019
2v5JTeM6hSmi5wWy7jiwrI;I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy);['Lil Peep', 'ILOVEMAKONNEN', 'Fall Out Boy'];73;2019;31/01/2019
23DbzwNJSLo7nkSWjODMvY;紅蓮華;['LiSA'];76;2019;03/07/2019
18czZN7uruOjftj71Kt8oj;PAID MY DUES;['NF'];72;2019;03/12/2019
2OKo7g3KfmCt3kyLvUAL0g;The Search;['NF'];72;2019;30/05/2019
0rTV5WefWd1J3OwIheTzxM;Talk;['Khalid', 'Disclosure'];74;2019;07/02/2019
3OjNkFFZavF89xvRqWCXmU;On My Way to You;['Cody Johnson'];67;2019;18/01/2019
3cphb8kdsjElYR7r5icK3H;Nice To Meet Ya;['Niall Horan'];76;2019;04/10/2019
6nsyYPCDUSacgXci9mvWln;Whip A Tesla;['Yung Gravy', 'bbno$'];71;2019;31/05/2019
5g0XcG0apQTlO3X8r38vGf;Down To The Honkytonk;['Jake Owen'];69;2019;29/03/2019
4Xbotg4PCLJw9cDx2dtZLK;Some Things Never Change;['Kristen Bell', 'Idina Menzel', 'Josh Gad', 'Jonathan Groff', 'Cast of Frozen 2'];72;2019;15/11/2019
64wjSAPLRnrjNByQCxnX3u;To a T;['Ryan Hurd'];68;2019;04/01/2019
0YP8kt3sAYTj6eEyesreQH;Glass House (feat. Naomi Wild);['Machine Gun Kelly', 'Naomi Wild'];72;2019;05/07/2019
3bfuN2UbSYYqCLG3cdweGf;Refrigerator Door;['Luke Combs'];69;2019;08/11/2019
4AO1XhrgJczQ9bNVxdfKQe;WHAT TO DO? (feat. Don Toliver);['JACKBOYS', 'Travis Scott', 'Don Toliver'];74;2019;27/12/2019
59JBsvbxoibwgWLVE61acB;Drowning;['Chris Young'];67;2019;14/06/2019
3Vj8RQkFwOmDvUrwu6MtQZ;"Yo Love - From ""Queen & Slim: The Soundtrack""";['Vince Staples', '6LACK', 'Mereba'];70;2019;11/11/2019
6HZx1PYNmW8cNNnXLheuIA;Announcement;['Unxpected'];66;2019;25/12/2019
1s59X35jDULAyOGmBuTAnd;Yo Ya No Vuelvo Contigo - En Vivo;['Lenin Ramírez', 'Grupo Firme'];77;2019;01/11/2019
63h44N1oLElnzut7RxZt6Z;why are you here;['Machine Gun Kelly'];72;2019;18/12/2019
6habFhsOp2NvshLv26DqMb;Despacito;['Luis Fonsi', 'Daddy Yankee'];79;2019;01/02/2019
6uJONCdr2rC65BNmCnTBWK;GANG GANG;['JACKBOYS', 'Sheck Wes'];74;2019;27/12/2019
6XM53PbvlzhuNtJZtpl7RP;In My Bed;['Rotimi', 'Wale'];77;2019;13/12/2019
5ggoxc2dhlFjListerctlA;Nothin' on You;['Cody Johnson'];67;2019;18/01/2019
6ya8ejoKgw906Y8LWclqrp;Racks in the Middle (feat. Roddy Ricch and Hit-Boy);['Nipsey Hussle', 'Roddy Ricch', 'Hit-Boy'];70;2019;15/02/2019
6JsHgIkMYHcbNtKfsal2Mg;Jerry Sprunger (with T-Pain);['Tory Lanez', 'T-Pain'];71;2019;15/11/2019
5w9c2J52mkdntKOmRLeM2m;Con Calma;['Daddy Yankee', 'Snow'];81;2019;24/01/2019
0TXNKTzawI6VgLoA9UauRp;When You Love Someone;['James TW'];77;2019;26/04/2019
6phY2gnvf9WwCiXlLMQOY3;HeMotions;['Juice WRLD'];70;2019;08/03/2019
7vF3xkCMvZjAe2nTWY0uQZ;Made For You;['Jake Owen'];68;2019;29/03/2019
2qG5sZ7Si6sdK74qLxedYM;Con Altura;['ROSALÍA', 'J Balvin', 'El Guincho'];79;2019;28/03/2019
7Feaw9WAEREY0DUOSXJLOM;Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy);['Martin Garrix', 'Macklemore', 'Fall Out Boy'];78;2019;25/04/2019
3EtyEzMpfKSaoVhPunvbRV;Leave Me Alone;['NF'];71;2019;26/07/2019
2dz9Mx1pZKF2OLAPCr3AcC;Quiet Rain in River;['Stereo Outdoor Sampling'];72;2019;10/10/2019
38gbVnKWI8xEd7AnqS9aiZ;Nothing Like You;['Luke Combs'];68;2019;08/11/2019
15xWRPHQMeqgdkGzInx3PY;Falling Like The Stars;['James Arthur'];76;2019;10/05/2019
6fTt0CH2t0mdeB2N9XFG5r;Panini;['Lil Nas X'];73;2019;21/06/2019
5PdEiev2BkKiZtZFcNKjfM;Hate Myself;['NF'];72;2019;26/07/2019
3DBwDqXgldSDm9FSlYSllK;Charlie;['ShooterGang Kony'];67;2019;17/07/2019
448hSkxDU1sUQQauBWZVcC;Big Plans;"[""Why Don't We""]";66;2019;17/01/2019
0hVXuCcriWRGvwMV1r5Yn9;I Don't Care (with Justin Bieber);['Ed Sheeran', 'Justin Bieber'];79;2019;12/07/2019
0gCNs3jCCDhObAK0MRghtv;Catching Feelings (feat. SIX60);['Drax Project', 'SIX60'];71;2019;27/09/2019
395KzBy0bkb57dEvg6cfzJ;Falling Like The Stars;['James Arthur'];76;2019;18/10/2019
4IOmpWHND1FVjT7EFeZhLp;Beautiful Nightmare;['Lil Tracy'];72;2019;20/09/2019
4y5bvROuBDPr5fuwXbIBZR;Paper Rings;['Taylor Swift'];72;2019;23/08/2019
1Y9cAYTmyWJCcmfqdG2I29;Broken & Beautiful;['Kelly Clarkson'];72;2019;27/03/2019
67XyC1GdSkKb9sbRRkUDXS;Shotta Flow (Feat. Blueface) [Remix];['NLE Choppa', 'Blueface'];71;2019;20/06/2019
2Y8hY4rRRQQjdaZkkwzpd9;Trap (feat. Lil Baby);['SAINt JHN', 'Lil Baby'];71;2019;23/08/2019
1GIYmwtBbPSHrqcSaukZck;Heat (feat. Gunna);['Chris Brown', 'Gunna'];70;2019;28/06/2019
5qdQPrWmZv8xYhMJCDrdHF;Heartache Medication;['Jon Pardi'];67;2019;27/09/2019
18Gcl5bxdd8bpBhWOj1rCR;HAHA;['Lil Darkie'];70;2019;12/10/2019
6MYJv37Mpj5njLLbxKWNun;Crush;['Tessa Violet'];72;2019;25/10/2019
1FxTz4x5X7ewAICkKhB3kA;Hate Me;['Trippie Redd', 'YoungBoy Never Broke Again'];68;2019;22/11/2019
1FOINGDWa0dPgCpMabLT4Y;fast;['Sueco'];72;2019;20/09/2019
693NFnfJZt16AFDaZqlflo;Done;['Chris Janson'];67;2019;18/10/2019
5stPVcRqb4qixbafP9e8lt;Hola - Remix;['Dalex', 'Lenny Tavárez', 'Chencho Corleone', 'Juhn', 'Dímelo Flow'];83;2019;01/11/2019
2B9wgj9XzbJZLty03PRbVo;Bezerk (feat. A$AP Ferg);['Big Sean', 'Hit-Boy', 'A$AP Ferg'];70;2019;26/08/2019
1Tt7zr1yDbKbT8L4jzSZ74;When I Am Older;['Josh Gad'];70;2019;15/11/2019
12OLyHDxt6dqlAybSPFBK3;Forever;['Lewis Capaldi'];75;2019;17/05/2019
1TP0hha5wan1xwKjGcNSCv;Never Be Sorry;['Old Dominion'];67;2019;25/10/2019
53bZYxVbCYm6w1Gx8U64bz;Settling Down;['Miranda Lambert'];67;2019;01/11/2019
1YscJ7yVTlFxW3eF6pv5ba;Allergic;['Post Malone'];71;2019;06/09/2019
6GivWRmlYtefJr28jev6e0;Leray;['Trippie Redd'];68;2019;22/11/2019
7LGWmZaoS7jZJ5tEi9EcDi;HAD ENOUGH (feat. Quavo & Offset);['Don Toliver', 'Quavo', 'Offset'];71;2019;27/12/2019
3O8b0dDy1Z8BNM81U8DE1j;WOW;['Zara Larsson'];76;2019;17/04/2019
0Oqc0kKFsQ6MhFOLBNZIGX;Doin' Time;['Lana Del Rey'];74;2019;30/08/2019
735RSTb2xbtWbDtKD9XDYi;Somebody;['Internet Money', 'Lil Tecca', 'A Boogie Wit da Hoodie'];70;2019;11/10/2019
3oLe5ZILASG8vU5dxIMfLY;The Search;['NF'];71;2019;26/07/2019
2bGEPdcL80FFHQ3VxcYBJQ;Dyin Breed;['Polo G'];68;2019;07/06/2019
3i9UVldZOE0aD0JnyfAZZ0;Lover (Remix) [feat. Shawn Mendes];['Taylor Swift', 'Shawn Mendes'];74;2019;13/11/2019
273TiTHLlHSRe5zrzs7wvD;What You See Is What You Get;['Luke Combs'];68;2019;08/11/2019
6osaMSJh9NguagEDQcZaKx;Loco Contigo (feat. J. Balvin & Tyga);['DJ Snake', 'J Balvin', 'Tyga'];79;2019;25/07/2019
4TCeFZNjGNQIpCuZmJkkE2;God's Country;['Blake Shelton'];68;2019;13/12/2019
0RjJSBBEolCDJ6wDiuVCmh;ATTENTION!;['XXXTENTACION'];70;2019;06/12/2019
1DFD5Fotzgn6yYXkYsKiGs;Piece Of Your Heart;['MEDUZA', 'Goodboys'];82;2019;01/02/2019
2GFwwTIVLjnOrtP7m9luHC;Hurricane;['I Prevail'];70;2019;29/03/2019
0D2xguFRqCF0OUqXCkqrpU;Hard Sometimes;['Ruel'];72;2019;13/09/2019
6nBQFAIVFmAx2oZ8p6lUg6;Tempo (feat. Missy Elliott);['Lizzo', 'Missy Elliott'];70;2019;19/04/2019
2Rmw7J0krEU75ffhkaK93D;I Miss Having Sex But At Least I Don't Wanna Die Anymore;['Waterparks'];70;2019;11/10/2019
4hanO6Du5J7QEguNHYZHmw;Daddy (feat. Rich The Kid);['Blueface', 'Rich The Kid'];71;2019;09/08/2019
2dy3TKVDEbIeWxeIb8JWqZ;La Mejor Versión de Mi - Remix;['Natti Natasha', 'Romeo Santos'];78;2019;04/10/2019
4k7dYdLGhJuUjaeEQB5hcA;Best You Had;['Don Toliver'];70;2019;25/05/2019
0W5hTAWn8Tq0Qfhg1XP3YW;FANCY;['TWICE'];77;2019;22/04/2019
3ucRKbRlikYHyoI17gfR0c;All Me (feat. Keyshia Cole);['Kehlani', 'Keyshia Cole'];69;2019;23/12/2019
5mpUKTdskZea0gStWzeHUZ;Unsainted;['Slipknot'];74;2019;09/08/2019
40ozK0lCJ0EQzVGWsCNUhk;Way Maker - Live;['Leeland'];70;2019;13/09/2019
2vdBo4ALPYbHRUPKgtE5iC;ghostin;['Ariana Grande'];72;2019;08/02/2019
2bT1PH7Cw3J9p3t7nlXCdh;If I Can't Have You;['Shawn Mendes'];76;2019;19/06/2019
2NeM9rfWo70KQej9GxeaoL;Where's My Love;['SYML'];75;2019;03/05/2019
2B7UWqNqKgPVGQQ6FXn2PP;What You Did (feat. Ella Mai);['Mahalia', 'Ella Mai'];70;2019;06/09/2019
4ea9w8c4ROqiZpJVhfBA3m;Hot (Remix) [feat. Gunna and Travis Scott];['Young Thug', 'Travis Scott', 'Gunna'];72;2019;20/12/2019
3LxG9HkMMFP0MZuiw3O2rF;Good Things Fall Apart (with Jon Bellion);['ILLENIUM', 'Jon Bellion'];68;2019;16/08/2019
0SLnqaBaYLFH3ncId7ClCU;Tirando la H;['Esteban Gabriel'];69;2019;13/11/2019
75nZ4W6quZhI55LKiqCXWh;By and By;['Caamp'];67;2019;26/07/2019
5yAu4njFSdM47dfsTkQPZ2;Runnin' Down A Dream;['Tom Petty'];70;2019;01/03/2019
61HVbcNeRACZpyvHrc3AnD;All Is Found;['Evan Rachel Wood'];71;2019;15/11/2019
7BlBVFwvbWvcwNcUarQmjk;Yo x Ti, Tu x Mi;['ROSALÍA', 'Ozuna'];78;2019;15/08/2019
6RS6rcjnWrdfVuu2U2W2dj;Make It To Christmas;['Alessia Cara'];72;2019;08/11/2019
14X1WxiHXdVRJ99cMCBzOE;How I Move (feat. Lil Baby);['Flipp Dinero', 'Lil Baby'];69;2019;22/11/2019
3KLo7ByvjCNyBrfz5DZ2mO;Splashin;['Rich The Kid'];69;2019;22/03/2019
6LQxv30jh0lCISHsPYwqoy;Anything She Says;['Mitchell Tenpenny', 'Seaforth'];67;2019;25/07/2019
2INhKpUdzh7v0j041gZNsz;DHL;['Frank Ocean'];70;2019;19/10/2019
6zegtH6XXd2PDPLvy1Y0n2;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);['Ariana Grande', 'Miley Cyrus', 'Lana Del Rey'];75;2019;01/11/2019
5AQkWhOtLSszgEWKrqd9lt;Last Forever;['Ayo & Teo'];74;2019;06/12/2019
6tByydPskASjm9jTPkNQq0;Numb Numb Juice;['ScHoolboy Q'];68;2019;26/04/2019
5buj0D6E7rCRFi3xV9STYo;Red Kingdom;['Tech N9ne'];68;2019;11/09/2019
2JKIYl8KaAMzOR1dIzEO5f;moment;['lildeath'];71;2019;22/12/2019
7epGknfpAlH1u33S71Ur1o;Lose It;['Kane Brown'];67;2019;01/11/2019
2qfEcCkEo5NscA9GL7ER72;Nobody;['Martin Jensen', 'James Arthur'];75;2019;01/03/2019
36orMWv2PgvnzXsd5CJ0yL;Post Malone (feat. RANI);['Sam Feldt', 'RANI'];74;2019;16/08/2019
35Xf2ABjPzUXKz19akd7Jj;Famous Hoes;['NLE Choppa'];68;2019;10/12/2019
6S5dMjMifQYmyTu1mX4f8P;Blame;['Bryson Tiller'];70;2019;26/07/2019
4IlqQhaxrGPxmg35YcXXuS;Dancin - Krono Remix;['Aaron Smith', 'Luvli', 'Krono'];73;2019;11/11/2019
2VqKx3HH8gaZPabNWYvksy;I Want You Around;['Snoh Aalegra'];70;2019;16/08/2019
6cSBm4mtcuFtClN6yDvjQo;Love... (Her Fault) [feat. Bryson Tiller];['Wale', 'Bryson Tiller'];68;2019;11/10/2019
6tLWt7gkvvTSjS6OfJjiyJ;B*tch From Da Souf;['Mulatto'];68;2019;14/01/2019
7cWh3ScxjhvasLI0CBRoZk;I Like Girls (feat. Lil Skies);['PnB Rock', 'Lil Skies'];68;2019;02/05/2019
1bRpSCFv6P2OUhciByeRYR;Jangueo;['Alex Rose', 'Rafa Pabön'];83;2019;08/11/2019
1rX5L6pyl3rVWb55D8Cprr;Gold Roses (feat. Drake);['Rick Ross', 'Drake'];70;2019;15/08/2019
0by8c0tvXiwBHKkCpsvLNt;Green Light;['Rod Wave'];65;2019;01/11/2019
2h4fQzNmlhTrqJmwpGus0N;Moon Over Mexico;['Luke Combs'];67;2019;08/11/2019
3LgWsmilsrWXiPYQFRD0T7;goodbye;['Billie Eilish'];72;2019;29/03/2019
3wn5Rw7VBqwP0vAQtjMhOS;Anime Thighs;['MC Virgins', 'Wonder'];69;2019;06/10/2019
4AEzAEnbm9uRgbmTdeI63K;MIDDLE CHILD;['PnB Rock', 'XXXTENTACION'];68;2019;02/05/2019
5Il6Oe7lr5XM7A0cWbVQtr;bad idea;['Ariana Grande'];71;2019;08/02/2019
6oizwmD5yHvlQUw0xvirrY;There Was Jesus;['Zach Williams', 'Dolly Parton'];67;2019;04/10/2019
2cvOfKHOHgwQlLiuLKP2xR;Myself;['Post Malone'];70;2019;06/09/2019
4o0LyB69tylqDG6eTGhmig;Fire for You;['Cannons'];70;2019;12/07/2019
6r2JV75tE0vNgNCv4HKsBC;scared;['Jeremy Zucker'];72;2019;03/05/2019
2d3QlXE6FXFDeodiS66yjM;Weekend Friend;['Goth Babe'];67;2019;19/01/2019
6LkawpJyy0TZJ6Z41gMVyy;The Bees Knees;['Juice WRLD'];68;2019;08/03/2019
0YZEYxd1oiqZRFhnnmTKKi;Another Life;['Motionless In White'];70;2019;07/06/2019
7vejWqYK7NFsxbxQsAjTrC;Better Luck Next Time;['Kelsea Ballerini'];68;2019;11/06/2019
2hloaUoRonYssMuqLCBLTX;bloodline;['Ariana Grande'];72;2019;08/02/2019
65SjaqhfKeFhmXprzlzyn4;Nostalgic;['A R I Z O N A'];69;2019;11/10/2019
2QbGvQssb0VLLS4x5NOmyJ;RICKY;['Denzel Curry'];70;2019;31/05/2019
2WyRfGeHo97VC5mP1BBSzr;Mother's Daughter;['Miley Cyrus'];74;2019;31/05/2019
2HtcPHFdo7eu4Ilbvb0BVI;Feel Special;['TWICE'];76;2019;23/09/2019
0ccwMrlZONy5yXrirq7lTe;La Da Dee;['Cody Simpson'];73;2019;12/07/2019
62rchuhJrm5JSlIfHz7cH3;"My Family - from ""The Addams Family""";['Migos', 'KAROL G', 'Snoop Dogg', 'Rock Mafia'];73;2019;13/09/2019
1RXXLvEKXmz2c6TG1EDUz2;Calm Pour;['Microdynamic Recordings'];70;2019;07/10/2019
6LcauUZjF1eXQrgqMUecHX;Ayy Macarena;['Tyga'];78;2019;13/11/2019
7nduUhUmzj9IdkvFmdtO7g;90mh;['Trefuego'];70;2019;29/09/2019
47f6eZgviwSZciXGv2iWYg;Hey Boy, Hey Girl;['Upchurch', 'Katie Noel'];65;2019;03/12/2019
5wCVLW9qMtIY9IkBeyYnh6;When Am I Gonna Lose You;['Local Natives'];68;2019;26/04/2019
0aQA9DP54h37OevE7hRc2a;My Stress;['NF'];70;2019;26/07/2019
5BJMeoCXXgbRAWfp6fTulr;Shotta Flow (feat. Blueface) [Remix];['NLE Choppa', 'Blueface'];70;2019;23/12/2019
3wtbl8uMml7VgxaDEvGCJ7;Type a Way (feat. Chris Brown & OG Parker);['Eric Bellinger', 'Chris Brown', 'OG Parker'];69;2019;22/02/2019
4HfLQJtVT1KiX1eVedDyTm;Alaska;['Maggie Rogers'];68;2019;18/01/2019
3eeyKNIBrt5TH4y0y3QkOu;Hot Now;['YoungBoy Never Broke Again'];66;2019;11/10/2019
1W24W6jQegnNh0x5DfBBPT;The Grinch;['Trippie Redd'];67;2019;22/11/2019
1KjQPDJQCUuqDj3AmfSBCa;CAPO;['NLE Choppa'];68;2019;22/03/2019
4cBlIM5AjnQ74f52Dv7T5K;Change;['NF'];69;2019;26/07/2019
4hWgC5BV5M7EtTleKVXNxw;Playing Games;['Summer Walker'];69;2019;04/10/2019
1ZDmxwg7Lywlx68b7SsJjj;MEGATRON;['Nicki Minaj'];71;2019;21/06/2019
0gEcmyKlIUoi3sHTFVO1bE;I Was Sad Last Night I'm OK Now;['tobi lou'];66;2019;02/08/2019
1hCTxutVVYvggAQcUUUZAT;Put A Little Love On Me;['Niall Horan'];74;2019;06/12/2019
1nXZnTALNXiPlvXotqHm66;A BOY IS A GUN*;['Tyler, The Creator'];69;2019;17/05/2019
1V0qqWBbIWt8hlAjxTZedR;What Christmas Means To Me;['Stevie Wonder'];66;2019;25/10/2019
3usM520kfIRpWNaYOwdnYI;Rider;['Juice WRLD'];68;2019;08/03/2019
4z6wo6PJG4Fve45OXK6D9m;Infeliz;['Arcangel', 'Bad Bunny'];76;2019;20/12/2019
7cyeGclH71MayOuQ7qtLFl;BIG;['Young M.A'];68;2019;27/09/2019
5pEO4AKxeSHrqLShq9junG;Over Your Head;['Future', 'Lil Uzi Vert'];22;2020;12/11/2020
4lOOlNpuoVvm62v5kdwV6t;I Don’t Wanna Break Up;['Future', 'Lil Uzi Vert'];20;2020;12/11/2020
3FPe4UZSrjL4olFNyeG3UV;Moment of Clarity;['Future', 'Lil Uzi Vert'];19;2020;12/11/2020
4Ft66nukixieQQGCATnV1U;Lullaby;['Lil Uzi Vert'];20;2020;12/11/2020
6crTFjbE8uFw33UpguO6yl;Bankroll;['Future', 'Lil Uzi Vert'];20;2020;12/11/2020
1yP6g2Ka4CisR3i2cuIcjK;FEEL SOMETHING (feat. Marshmello);['The Kid LAROI', 'Marshmello'];77;2020;06/11/2020
73nAK3HgQK8dak83Y2WQ8F;Vida de Rico;['Camilo'];92;2020;21/09/2020
1i3Ngjz77ce8CfhIjr1B7C;Chopper City;['YoungBoy Never Broke Again'];65;2020;13/11/2020
4F6YLjakjqWFTgC5qfEwPQ;Screw Juice;['Juice WRLD'];75;2020;10/07/2020
3hUxzQpSfdDqwM3ZTFQY0K;august;['Taylor Swift'];77;2020;24/07/2020
2fTdRdN73RgIgcUZN33dvt;Baby, I'm Jealous (feat. Doja Cat);['Bebe Rexha', 'Doja Cat'];82;2020;09/10/2020
2uEcc2UQrt9HFK2HRj9r2m;Around;['YoungBoy Never Broke Again'];64;2020;13/11/2020
2hDe0Ls5mVqs1XJqv7sbcM;Fútbol & Rumba (feat. Enrique Iglesias);['Anuel AA', 'Enrique Iglesias'];78;2020;29/05/2020
0YYNIGKgAk34vZkV2NySie;THICK;['DJ Chose', 'Beatking'];77;2020;10/07/2020
7ACxUo21jtTHzy7ZEV56vU;Crazy Train;['Ozzy Osbourne'];77;2020;18/09/2020
3t2xlkvPsrcyia0eBaCZ53;Every Other Memory;['Ryan Hurd'];73;2020;20/04/2020
2p8IUWQDrpjuFltbdgLOag;After Hours;['The Weeknd'];80;2020;20/03/2020
1irAliF0T8sLIOPJp6n7rU;Single Saturday Night;['Cole Swindell'];73;2020;22/05/2020
7ju97lgwC2rKQ6wwsf9no9;Rain On Me (with Ariana Grande);['Lady Gaga', 'Ariana Grande'];82;2020;29/05/2020
